timestamp,actual_load_x,actual_load_y,drone1_pose_x,drone1_pose_y,drone1_pose_z,drone1_velocity_x,drone1_velocity_y,drone1_velocity_z,cable1_tension,drone1_control_x,drone1_control_y,drone1_control_z,attachment_point1_x,attachment_point1_y
1756601956.839246,0.200014,-0.000014,-0.970508,-0.000924,0.498235,0.010713,-0.000055,-0.057899,0.077513,-0.399630,0.456391,0.000000,0.000015,-0.000680
1756601956.936282,0.200014,-0.000014,-0.969688,-0.000930,0.493170,0.009575,-0.000085,-0.066038,0.076323,-0.361176,0.489842,0.000000,0.000015,-0.000680
1756601957.030735,0.200014,-0.000014,-0.968055,-0.002214,0.485403,0.011311,-0.000831,-0.077236,0.075383,-0.264630,0.567583,0.000000,0.000015,-0.000680
1756601957.138868,0.200014,-0.000014,-0.968630,-0.000240,0.480516,-0.017204,0.039092,-0.033245,0.074991,-0.358921,0.491949,0.000000,0.000015,-0.000680
1756601957.232600,0.200014,-0.000014,-0.971085,0.004585,0.478079,-0.023416,0.057116,-0.015719,0.076719,-0.422404,-0.434039,0.000000,0.000015,-0.000680
1756601957.344716,0.200014,-0.000014,-0.972195,0.010917,0.477582,-0.014755,0.073503,0.011059,0.075653,-0.477323,-0.386774,0.000000,0.000015,-0.000680
1756601957.445104,0.200014,-0.000014,-0.973922,0.020576,0.473416,-0.015889,0.069030,-0.078415,0.075941,-0.304933,-0.567773,0.000000,0.000015,-0.000680
1756601957.535593,0.200014,-0.000014,-0.976807,0.023189,0.467558,-0.040275,0.001815,-0.036050,0.076346,-0.161643,-0.585131,0.000000,0.000015,-0.000680
1756601957.637177,0.200014,-0.000014,-0.981743,0.023296,0.464414,-0.045062,-0.007727,-0.026694,0.077431,-0.147589,-0.589270,0.000000,0.000015,-0.000680
1756601957.738595,0.200014,-0.000014,-0.985156,0.021849,0.462544,-0.028717,-0.032820,-0.004599,0.078209,-0.176106,-0.579976,0.000000,0.000015,-0.000680
1756601957.841615,0.200014,-0.000014,-0.987407,0.016092,0.463414,-0.019790,-0.072035,0.012987,0.078832,-0.336680,-0.530257,0.000000,0.000015,-0.000680
1756601958.161897,0.199501,-0.000014,-0.989402,0.008310,0.465569,-0.018892,-0.086354,0.028358,0.079270,-0.600916,-0.015913,0.000000,-0.000498,-0.000681
1756601958.418086,0.199501,-0.000014,-0.989402,0.008310,0.465569,-0.018892,-0.086354,0.028358,0.079317,-0.600995,-0.015112,0.000000,-0.000498,-0.000681
1756601958.725718,0.184036,-0.000014,-0.998495,-0.027303,0.480020,-0.021019,-0.141835,0.018439,0.078728,-0.601045,-0.015886,0.000000,-0.015963,-0.000681
1756601958.825418,0.168506,-0.000014,-1.013563,-0.049576,0.484241,-0.069053,-0.048993,0.016353,0.079088,-0.601068,-0.012004,0.000000,-0.031493,-0.000681
1756601958.905990,0.158310,-0.000014,-1.020642,-0.054392,0.485597,-0.071689,-0.048692,0.011688,0.078402,-0.601103,-0.006517,0.000000,-0.041689,-0.000681
1756601958.996160,0.151981,-0.000014,-1.026354,-0.058412,0.486433,-0.070785,-0.051400,0.009822,0.078361,-0.601115,-0.003681,0.000000,-0.048018,-0.000681
1756601959.135818,0.135292,-0.000014,-1.043700,-0.073904,0.490578,-0.068149,-0.069991,0.011338,0.079035,-0.600645,-0.020671,0.000000,-0.064707,-0.000681
1756601959.375271,0.135292,-0.000014,-1.043700,-0.073904,0.490578,-0.068149,-0.069991,0.011338,0.079066,-0.600246,-0.031191,0.000000,-0.064707,-0.000681
1756601959.645262,0.112808,-0.000014,-1.062414,-0.083209,0.495407,-0.102524,-0.031978,0.021239,0.078560,-0.600112,-0.031408,0.000000,-0.087191,-0.000681
1756601959.947436,0.084316,-0.000014,-1.088725,-0.092167,0.502450,-0.097678,-0.046463,0.024667,0.078658,-0.600007,-0.030518,0.000000,-0.115683,-0.000681
1756601960.271983,0.052143,-0.000014,-1.117713,-0.106428,0.508829,-0.092028,-0.051558,0.026907,0.078624,-0.599950,-0.028589,0.000000,-0.147856,-0.000681
1756601960.587535,0.007907,-0.000014,-1.155935,-0.115591,0.520160,-0.123918,-0.021369,0.030426,0.078090,-0.600360,-0.001916,1.000000,-0.192091,-0.000681
1756601960.681767,-0.029907,-0.000014,-1.191500,-0.124399,0.527702,-0.116841,-0.028313,0.021866,0.078312,-0.599072,0.052708,0.000000,-0.229906,-0.000681
1756601960.784541,-0.043020,-0.000014,-1.202985,-0.127558,0.529722,-0.113508,-0.034130,0.018676,0.078125,-0.586734,0.125982,0.000000,-0.243019,-0.000681
1756601960.871965,-0.055995,-0.000014,-1.214378,-0.131165,0.531502,-0.114580,-0.036865,0.017576,0.077955,-0.542984,0.255428,0.000000,-0.255994,-0.000681
1756601960.947026,-0.066140,-0.000014,-1.223433,-0.134485,0.533190,-0.118040,-0.032729,0.027323,0.077915,-0.432819,0.415593,0.000000,-0.266139,-0.000681
1756601961.060280,-0.076104,-0.000014,-1.233221,-0.136472,0.535587,-0.123696,-0.017516,0.027626,0.078138,-0.129997,0.585778,0.000000,-0.276103,-0.000681
1756601961.126094,-0.090848,-0.000014,-1.247580,-0.137715,0.537952,-0.117149,-0.007101,0.014901,0.078250,0.502472,0.328028,0.000000,-0.290847,-0.000681
1756601961.185150,-0.099100,-0.000014,-1.254652,-0.138298,0.538792,-0.119119,-0.013684,0.014805,0.078009,0.548814,0.242946,0.000000,-0.299099,-0.000681
1756601961.276609,-0.127530,-0.000014,-1.282931,-0.135992,0.539225,-0.095628,0.033477,-0.025643,0.077831,0.580316,0.153377,0.000000,-0.327529,-0.000681
1756601961.373603,-0.132424,-0.000014,-1.291534,-0.130474,0.531270,-0.047355,0.041209,-0.139438,0.077899,0.579356,0.156836,0.000000,-0.332423,-0.000681
1756601961.453418,-0.132540,-0.000014,-1.293555,-0.128160,0.516625,-0.003037,0.018314,-0.139075,0.077141,0.591827,0.105357,0.000000,-0.332539,-0.000681
1756601961.554234,-0.132540,-0.000014,-1.293614,-0.125577,0.503658,0.008210,0.032123,-0.115981,0.075651,0.598175,0.064018,0.000000,-0.332539,-0.000681
1756601961.654314,-0.132540,-0.000014,-1.291916,-0.121557,0.493448,0.032772,0.039804,-0.084675,0.074507,0.550771,0.240633,0.000000,-0.332539,-0.000681
1756601961.752246,-0.132540,-0.000014,-1.286659,-0.118412,0.487963,0.068960,0.029168,-0.033141,0.072676,0.553945,0.236722,0.000000,-0.332539,-0.000681
1756601961.858107,-0.132540,-0.000014,-1.278470,-0.115776,0.487220,0.093590,0.034895,0.017580,0.070296,0.550721,0.238362,0.000000,-0.332539,-0.000681
1756601961.941767,-0.132540,-0.000014,-1.268388,-0.110396,0.491311,0.114139,0.061169,0.059149,0.067691,0.449898,0.399814,0.000000,-0.332539,-0.000681
1756601962.063838,-0.132540,-0.000014,-1.255562,-0.104469,0.498345,0.137407,0.058791,0.075468,0.064920,0.077920,0.598969,0.000000,-0.332539,-0.000681
1756601962.145758,-0.132540,-0.000014,-1.244064,-0.100413,0.505050,0.146842,0.066314,0.096640,0.062135,-0.536851,0.268049,0.000000,-0.332539,-0.000681
1756601962.247205,-0.132540,-0.000014,-1.228786,-0.092166,0.515298,0.141660,0.105302,0.101845,0.058704,-0.576014,0.173838,0.000000,-0.332539,-0.000681
1756601962.362293,-0.132540,-0.000014,-1.215486,-0.079802,0.521498,0.087849,0.101856,0.012021,0.055474,-0.503032,0.327884,0.000000,-0.332539,-0.000681
1756601962.463744,-0.132540,-0.000014,-1.210165,-0.071793,0.522325,0.031757,0.075241,0.014328,0.053935,-0.513718,0.311194,0.000000,-0.332539,-0.000681
1756601962.566445,-0.132540,-0.000014,-1.207300,-0.063752,0.524124,0.021002,0.090976,0.023811,0.053179,-0.478937,0.362417,0.000000,-0.332539,-0.000681
1756601962.661355,-0.132540,-0.000014,-1.205693,-0.053414,0.525304,-0.003314,0.097366,0.002266,0.052679,-0.457666,0.388835,0.000000,-0.332539,-0.000681
1756601962.769710,-0.132540,-0.000014,-1.208119,-0.044490,0.526703,-0.036933,0.091869,0.025175,0.053218,-0.586689,-0.126804,0.000000,-0.332539,-0.000681
1756601962.862291,-0.132540,-0.000014,-1.212078,-0.034339,0.530036,-0.044540,0.108524,0.038115,0.054294,-0.540203,0.263802,0.000000,-0.332539,-0.000681
1756601962.951602,-0.132540,-0.000014,-1.215075,-0.024257,0.530792,-0.050858,0.094562,-0.012524,0.055232,-0.493230,0.347598,0.000000,-0.332539,-0.000681
1756601963.049324,-0.132540,-0.000014,-1.221447,-0.018641,0.529189,-0.077195,0.055381,-0.005703,0.056721,-0.424596,0.432905,0.000000,-0.332539,-0.000681
1756601963.153293,-0.132540,-0.000014,-1.230689,-0.011009,0.531779,-0.097420,0.097063,0.036420,0.059251,-0.441492,0.412328,0.000000,-0.332539,-0.000681
1756601963.247140,-0.132540,-0.000014,-1.239802,-0.000128,0.535516,-0.090312,0.108524,0.039204,0.062476,-0.014293,0.604586,0.000000,-0.332539,-0.000681
1756601963.350176,-0.132540,-0.000014,-1.249021,0.009765,0.540572,-0.103151,0.104070,0.068876,0.065410,-0.288783,0.527555,0.000000,-0.332539,-0.000681
1756601963.459248,-0.132540,-0.000014,-1.260544,0.020279,0.543451,-0.084838,0.095937,0.001046,0.068533,-0.071680,0.597615,0.000000,-0.332539,-0.000681
1756601963.559019,-0.132540,-0.000014,-1.265663,0.031337,0.544457,-0.055238,0.112530,0.023675,0.070387,-0.375102,0.470285,0.000000,-0.332539,-0.000681
1756601963.646760,-0.132540,-0.000014,-1.273150,0.043070,0.546223,-0.069810,0.115067,0.013726,0.072660,-0.335988,0.535291,0.000000,-0.332539,-0.000681
1756601963.747515,-0.132540,-0.000014,-1.278633,0.055342,0.549001,-0.054086,0.127485,0.039874,0.074724,-0.204666,0.576637,0.000000,-0.332539,-0.000681
1756601963.852318,-0.132540,-0.000014,-1.284753,0.068232,0.553022,-0.064141,0.126857,0.035369,0.076800,-0.205815,0.564443,0.000000,-0.332539,-0.000681
1756601964.222773,-0.132718,-0.000014,-1.291095,0.080189,0.555134,-0.050383,0.116428,0.017115,0.078868,-0.594471,0.083319,0.000000,-0.332717,-0.000681
1756601964.432906,-0.132718,-0.000014,-1.291095,0.080189,0.555134,-0.050383,0.116428,0.017115,0.078915,-0.594427,0.084081,0.000000,-0.332717,-0.000681
1756601964.690777,-0.158594,-0.000014,-1.305495,0.120607,0.557968,-0.049560,0.116446,-0.004355,0.077186,-0.590721,0.106343,-0.000000,-0.358593,-0.000681
1756601965.031956,-0.165230,-0.000014,-1.316506,0.145961,0.553607,-0.073946,0.080562,-0.016828,0.078815,-0.589430,0.113020,0.000000,-0.365229,-0.000681
1756601965.132219,-0.197657,-0.000014,-1.345289,0.171257,0.545488,-0.081763,0.078708,-0.022713,0.078111,-0.571221,0.183816,0.000000,-0.397656,-0.000681
1756601965.275336,-0.203922,-0.000014,-1.353177,0.179086,0.543222,-0.077593,0.077004,-0.022734,0.078672,-0.549610,0.240786,0.000000,-0.403921,-0.000681
1756601965.624091,-0.219478,-0.000014,-1.364454,0.189659,0.539943,-0.083715,0.076073,-0.024731,0.077731,0.220920,0.557859,0.000000,-0.419477,-0.000681
1756601965.710442,-0.253718,-0.000014,-1.397162,0.213681,0.538322,-0.099193,0.068105,0.004512,0.078401,0.599284,-0.032542,0.000000,-0.453717,-0.000680
1756601965.895218,-0.265551,-0.000011,-1.405045,0.219308,0.538477,-0.098763,0.072035,-0.000045,0.077627,0.596420,-0.067405,0.000000,-0.465550,-0.000677
1756601966.027135,-0.286514,0.000008,-1.423095,0.232335,0.537920,-0.098863,0.070451,-0.003786,0.077463,0.593262,-0.091533,-0.000000,-0.486513,-0.000658
1756601966.158628,-0.294684,0.000014,-1.435570,0.240649,0.528169,-0.060209,0.105736,-0.126909,0.078206,0.593880,-0.087407,0.000000,-0.494683,-0.000653
1756601966.212018,-0.295882,0.000019,-1.435831,0.248241,0.508825,0.014114,0.042568,-0.153550,0.076823,0.598476,-0.070901,0.000000,-0.495881,-0.000647
1756601966.275795,-0.295882,0.000019,-1.434829,0.250516,0.500350,0.015881,0.036271,-0.134016,0.076029,0.600196,0.000439,0.000000,-0.495881,-0.000647
1756601966.374238,-0.295882,0.000019,-1.431014,0.258045,0.471524,0.015813,0.027328,-0.080986,0.073236,0.596076,0.073913,0.000000,-0.495881,-0.000647
1756601966.458446,-0.295882,0.000019,-1.429334,0.262554,0.464028,0.037057,0.042869,-0.065724,0.072669,0.587449,-0.123653,0.000000,-0.495881,-0.000647
1756601966.565703,-0.295882,0.000019,-1.422972,0.266059,0.461302,0.085221,0.028960,0.001032,0.071147,0.599908,-0.026607,0.000000,-0.495881,-0.000647
1756601966.648720,-0.295882,0.000019,-1.413321,0.269074,0.463684,0.106166,0.025054,0.041875,0.069161,0.575787,0.172391,0.000000,-0.495881,-0.000647
1756601966.760214,-0.295882,0.000019,-1.402121,0.270452,0.469948,0.126338,0.010603,0.084540,0.066809,0.584674,0.134940,0.000000,-0.495881,-0.000647
1756601966.847435,-0.295882,0.000019,-1.387628,0.271161,0.479845,0.153130,0.016900,0.106839,0.063875,0.489316,0.347286,0.000000,-0.495881,-0.000647
1756601966.951727,-0.295882,0.000019,-1.372490,0.274637,0.490791,0.150834,0.035651,0.111639,0.061295,0.027281,0.600034,0.000000,-0.495881,-0.000647
1756601967.062226,-0.295882,0.000019,-1.357247,0.277058,0.502389,0.151653,0.033465,0.120794,0.058386,-0.531797,0.277913,0.000000,-0.495881,-0.000647
1756601967.162771,-0.295882,0.000019,-1.345040,0.279876,0.510547,0.138614,0.059898,0.091400,0.056197,-0.516193,0.305989,0.000000,-0.495881,-0.000647
1756601967.266818,-0.295882,0.000019,-1.331874,0.289174,0.516071,0.089240,0.081011,0.005107,0.054141,-0.511025,0.315161,0.000000,-0.495881,-0.000647
1756601967.356023,-0.295882,0.000019,-1.326238,0.295087,0.515746,0.036374,0.053959,0.002579,0.053237,-0.439048,0.409326,0.000000,-0.495881,-0.000647
1756601967.457062,-0.295882,0.000019,-1.322726,0.301086,0.516236,0.026313,0.070726,0.007816,0.052879,0.016558,0.603390,0.000000,-0.495881,-0.000647
1756601967.560221,-0.295882,0.000019,-1.321021,0.309281,0.517370,0.001524,0.086186,0.011931,0.053687,-0.367760,0.476927,0.000000,-0.495881,-0.000647
1756601967.653530,-0.295882,0.000019,-1.323332,0.316831,0.517339,-0.016377,0.081953,0.006150,0.054792,-0.438974,0.410540,0.000000,-0.495881,-0.000647
1756601967.741199,-0.295882,0.000019,-1.321754,0.326588,0.516262,0.007595,0.091667,-0.018469,0.054981,-0.069662,0.599145,0.000000,-0.495881,-0.000647
1756601967.842579,-0.295882,0.000019,-1.322771,0.337434,0.517083,-0.033016,0.112410,0.021373,0.056769,-0.129979,0.585961,0.000000,-0.495881,-0.000647
1756601967.934177,-0.295882,0.000019,-1.328689,0.347001,0.517021,-0.044622,0.094465,0.000934,0.058818,-0.445830,-0.422422,0.000000,-0.495881,-0.000647
1756601968.051005,-0.295882,0.000019,-1.330195,0.358831,0.519229,-0.008173,0.129757,0.039830,0.060917,-0.600973,-0.011209,0.000000,-0.495881,-0.000647
1756601968.172188,-0.295882,0.000019,-1.330405,0.371333,0.518863,-0.020364,0.122589,-0.054928,0.062212,-0.601037,0.071672,0.000000,-0.495881,-0.000647
1756601968.250872,-0.295882,0.000019,-1.332471,0.376389,0.509975,-0.039070,0.024900,-0.079646,0.062209,-0.592195,-0.099745,0.000000,-0.495881,-0.000647
1756601968.350928,-0.295882,0.000019,-1.338747,0.380409,0.507444,-0.079036,0.060228,0.003746,0.064312,-0.609771,-0.081743,0.000000,-0.495881,-0.000647
1756601968.453784,-0.295882,0.000019,-1.346044,0.389050,0.505093,-0.069953,0.064254,-0.041224,0.066565,-0.590208,-0.129090,0.000000,-0.495881,-0.000647
1756601968.543137,-0.295882,0.000019,-1.353319,0.391872,0.503447,-0.089815,0.010447,0.013666,0.068885,-0.628320,-0.125140,0.000000,-0.495881,-0.000647
1756601968.645740,-0.295882,0.000019,-1.364318,0.393200,0.506579,-0.116514,0.016276,0.033502,0.071210,-0.754787,-0.127775,0.000000,-0.495881,-0.000647
1756601968.755056,-0.295882,0.000019,-1.375137,0.395379,0.510070,-0.111210,0.011145,0.042910,0.074572,-0.596892,0.112089,0.000000,-0.495881,-0.000647
1756601968.871176,-0.295973,0.000021,-1.386738,0.394261,0.515434,-0.117803,-0.021464,0.056408,0.078113,-0.619821,0.063982,0.000000,-0.495971,-0.000646
1756601969.083561,-0.301420,0.000196,-1.398663,0.391793,0.521208,-0.123911,-0.015057,0.060032,0.079331,-0.568715,0.191776,0.000000,-0.501419,-0.000471
1756601969.450494,-0.301420,0.000196,-1.398663,0.391793,0.521208,-0.123911,-0.015057,0.060032,0.079344,-0.565266,0.201781,0.000000,-0.501419,-0.000471
1756601969.575526,-0.343733,0.006711,-1.445570,0.391686,0.535160,-0.123008,-0.000122,0.035009,0.078434,-0.501811,0.329012,0.000000,-0.543732,0.006044
1756601969.654861,-0.354147,0.008029,-1.459704,0.391727,0.538883,-0.118627,0.001788,0.029245,0.079427,0.389280,0.456601,0.000000,-0.554146,0.007363
1756601969.728571,-0.369504,0.009328,-1.469380,0.392115,0.540791,-0.124177,0.007949,0.018498,0.077959,0.595764,-0.072973,0.000000,-0.569503,0.008662
1756601969.810658,-0.382472,0.010441,-1.477141,0.392749,0.541665,-0.132516,0.011390,0.012854,0.076636,0.589950,-0.110258,0.000000,-0.582471,0.009775
1756601969.895381,-0.394671,0.010953,-1.487879,0.393640,0.542645,-0.134168,0.007939,0.012551,0.076390,0.595485,-0.074910,0.000000,-0.594670,0.010287
1756601970.260578,-0.406211,0.010953,-1.512166,0.397877,0.519447,0.006214,0.024250,-0.186996,0.077866,0.593650,-0.088240,0.000000,-0.606210,0.010287
1756601970.366402,-0.406211,0.010953,-1.512166,0.397877,0.519447,0.006214,0.024250,-0.186996,0.077913,0.599429,-0.028516,0.000000,-0.606210,0.010287
1756601970.427883,-0.407533,0.010953,-1.511789,0.398609,0.479185,-0.003112,-0.006097,-0.119324,0.074433,0.595037,0.085329,0.000000,-0.607532,0.010287
1756601970.488388,-0.407533,0.010953,-1.511919,0.398228,0.472189,-0.001601,-0.006536,-0.114826,0.073826,0.599488,-0.030260,0.000000,-0.607532,0.010287
1756601970.546431,-0.407533,0.010953,-1.511918,0.396146,0.441743,0.043869,-0.006580,-0.084187,0.071334,0.416478,0.432042,0.000000,-0.607532,0.010287
1756601970.655139,-0.407533,0.010953,-1.505436,0.396678,0.436346,0.077863,0.006461,-0.026258,0.069385,-0.205152,0.565285,0.000000,-0.607532,0.010287
1756601970.746708,-0.407533,0.010953,-1.496886,0.395252,0.434969,0.090334,-0.001493,0.007659,0.067249,-0.365300,0.475959,0.000000,-0.607532,0.010287
1756601970.847537,-0.407533,0.010953,-1.486416,0.397175,0.436395,0.088919,0.041715,0.020975,0.064856,-0.381019,0.463740,0.000000,-0.607532,0.010287
1756601970.954841,-0.407533,0.010953,-1.480501,0.404118,0.439891,0.036058,0.075274,0.041566,0.064480,-0.315701,0.511794,0.000000,-0.607532,0.010287
1756601971.053320,-0.407533,0.010953,-1.478535,0.410573,0.445205,0.012789,0.068696,0.065569,0.064967,-0.310084,0.515570,0.000000,-0.607532,0.010287
1756601971.152498,-0.407533,0.010953,-1.476933,0.418245,0.452797,0.008877,0.092508,0.088264,0.065840,-0.294543,0.525083,0.000000,-0.607532,0.010287
1756601971.251688,-0.407533,0.010953,-1.476820,0.427071,0.460117,-0.009561,0.115860,0.090385,0.067203,-0.283153,0.531184,0.000000,-0.607532,0.010287
1756601971.359884,-0.407533,0.010953,-1.478804,0.438428,0.469246,-0.025254,0.117835,0.096197,0.069140,-0.464425,0.380042,0.000000,-0.607532,0.010287
1756601971.461497,-0.407533,0.010953,-1.481261,0.450940,0.479483,-0.026431,0.135047,0.107465,0.071998,-0.165245,0.577033,0.000000,-0.607532,0.010287
1756601971.565966,-0.407533,0.010953,-1.483542,0.465211,0.489424,-0.036874,0.133536,0.093105,0.074816,-0.239832,0.550144,0.000000,-0.607532,0.010287
1756601971.728829,-0.407536,0.010954,-1.489125,0.476987,0.496933,-0.044708,0.113431,0.069236,0.078008,-0.507671,0.320020,0.000000,-0.607535,0.010288
1756601971.821998,-0.407536,0.010954,-1.489125,0.476987,0.496933,-0.044708,0.113431,0.069236,0.078023,-0.523091,0.297447,0.000000,-0.607535,0.010288
1756601971.925710,-0.407791,0.011043,-1.490354,0.481703,0.499856,-0.016130,0.124756,0.075924,0.079000,-0.505960,0.322793,0.000000,-0.607790,0.010376
1756601972.023466,-0.414103,0.013238,-1.491936,0.494492,0.507566,-0.020625,0.129803,0.073747,0.079464,-0.484120,0.354552,0.000000,-0.614102,0.012572
1756601972.087080,-0.429038,0.018551,-1.493974,0.508016,0.513378,-0.003192,0.150200,0.041050,0.077572,-0.202904,0.564826,0.000000,-0.629037,0.017884
1756601972.142879,-0.450960,0.028736,-1.511127,0.535866,0.521373,-0.071483,0.094301,0.033352,0.079347,0.575909,-0.168567,0.000000,-0.650959,0.028069
1756601972.278787,-0.460960,0.029429,-1.516869,0.543070,0.522508,-0.050372,0.099735,0.012888,0.079126,0.575089,-0.171682,0.000000,-0.660959,0.028763
1756601972.547763,-0.477790,0.029434,-1.520408,0.555338,0.517983,-0.008187,0.093826,-0.114436,0.076881,0.564421,-0.204126,0.000000,-0.677789,0.028768
1756601972.623306,-0.477790,0.029434,-1.520408,0.555338,0.517983,-0.008187,0.093826,-0.114436,0.076912,0.565742,-0.200348,0.000000,-0.677789,0.028768
1756601972.685439,-0.486343,0.029437,-1.519060,0.562741,0.501362,0.024255,0.037164,-0.098434,0.074009,0.589627,-0.112684,0.000000,-0.686342,0.028770
1756601972.742954,-0.486343,0.029437,-1.509160,0.572086,0.482951,0.047209,0.037080,-0.046610,0.071292,0.600619,-0.025612,0.000000,-0.686342,0.028770
1756601972.840854,-0.486343,0.029437,-1.503444,0.575919,0.479596,0.071685,0.032009,-0.015253,0.070392,0.567799,0.198457,0.000000,-0.686342,0.028770
1756601972.944750,-0.486343,0.029437,-1.494561,0.577432,0.480542,0.104751,0.010515,0.030618,0.068483,0.597715,0.052519,0.000000,-0.686342,0.028770
1756601973.057428,-0.486343,0.029437,-1.482631,0.578341,0.486016,0.131998,0.020137,0.073033,0.066006,-0.001978,0.599987,0.000000,-0.686342,0.028770
1756601973.151718,-0.486343,0.029437,-1.469062,0.582599,0.493596,0.142868,0.037859,0.086294,0.063982,-0.457093,0.391882,0.000000,-0.686342,0.028770
1756601973.264555,-0.486343,0.029437,-1.457025,0.582492,0.496927,0.134845,0.022091,0.011842,0.061554,-0.449287,0.397712,0.000000,-0.686342,0.028770
1756601973.348763,-0.486343,0.029437,-1.444993,0.587497,0.498102,0.088282,0.063990,0.004106,0.059672,-0.219354,0.577852,0.000000,-0.686342,0.028770
1756601973.457250,-0.486343,0.029437,-1.439008,0.594879,0.498503,0.040752,0.071046,0.002321,0.059331,-0.375340,0.536737,0.000000,-0.686342,0.028770
1756601973.556619,-0.486343,0.029437,-1.435516,0.600474,0.499224,0.032802,0.067674,0.024968,0.059383,-0.589885,0.146311,0.000000,-0.686342,0.028770
1756601973.652604,-0.486343,0.029437,-1.431136,0.609575,0.502397,0.029019,0.099454,0.031987,0.059895,-0.471288,0.384378,0.000000,-0.686342,0.028770
1756601973.769641,-0.486343,0.029437,-1.429864,0.620950,0.503645,-0.010901,0.092719,-0.005981,0.061327,-0.357291,0.483666,0.000000,-0.686342,0.028770
1756601973.862829,-0.486343,0.029437,-1.433217,0.626722,0.503299,-0.042332,0.060250,0.015271,0.063303,-0.289593,0.540525,0.000000,-0.686342,0.028770
1756601973.939354,-0.486343,0.029437,-1.437448,0.635448,0.507260,-0.042190,0.107634,0.048983,0.065425,-0.620490,-0.004901,0.000000,-0.686342,0.028770
1756601974.059929,-0.486343,0.029437,-1.441548,0.647300,0.511991,-0.044702,0.116948,0.045101,0.071993,-0.609138,0.000608,0.000000,-0.686342,0.028770
1756601974.156752,-0.486343,0.029437,-1.445616,0.658332,0.514595,-0.055938,0.084129,0.020640,0.076089,-0.599282,0.076104,0.000000,-0.686342,0.028770
1756601974.275212,-0.486343,0.029437,-1.453675,0.664768,0.517689,-0.093502,0.057584,0.034522,0.079590,-0.580753,0.160666,0.000000,-0.686342,0.028770
1756601974.352660,-0.486343,0.029437,-1.461025,0.669624,0.520249,-0.091214,0.056667,0.029074,0.077080,-0.483247,-0.393336,0.000000,-0.686342,0.028770
1756601974.469826,-0.487269,0.030008,-1.469291,0.674517,0.523313,-0.086380,0.041148,0.036678,0.079264,-0.553226,0.232581,0.000000,-0.687268,0.029341
1756601974.539055,-0.494725,0.034863,-1.478197,0.679228,0.523238,-0.085914,0.022165,-0.025416,0.079491,-0.594859,-0.079459,0.000000,-0.694724,0.034197
1756601974.636092,-0.506330,0.043105,-1.486547,0.677479,0.519135,-0.088344,-0.008984,-0.049041,0.077180,-0.607971,0.061138,0.000000,-0.706328,0.042439
1756601974.738838,-0.515597,0.047641,-1.496495,0.680013,0.515133,-0.108680,0.030198,-0.031594,0.076980,-0.532068,-0.277494,0.000000,-0.715596,0.046975
1756601974.962647,-0.520848,0.047786,-1.507790,0.681654,0.514135,-0.114541,0.000469,0.001225,0.078464,-0.577304,-0.163514,0.000000,-0.720847,0.047120
1756601975.117270,-0.520848,0.047786,-1.507790,0.681654,0.514135,-0.114541,0.000469,0.001225,0.078474,-0.587994,-0.119535,0.000000,-0.720847,0.047120
1756601975.166907,-0.536277,0.047946,-1.524061,0.680077,0.516078,-0.118798,-0.025355,0.020985,0.078957,0.607995,-0.060984,0.000000,-0.736276,0.047280
1756601975.544304,-0.573318,0.048693,-1.556597,0.672832,0.522009,-0.130188,-0.032009,0.026063,0.076770,0.553396,-0.232339,0.000000,-0.773317,0.048026
1756601975.627043,-0.573318,0.048693,-1.556597,0.672832,0.522009,-0.130188,-0.032009,0.026063,0.076815,0.562893,-0.208097,0.000000,-0.773317,0.048026
1756601975.683073,-0.579925,0.049117,-1.574014,0.665487,0.497340,0.001049,-0.029807,-0.113611,0.076146,0.580840,-0.153166,0.000000,-0.779924,0.048451
1756601975.743305,-0.579925,0.049117,-1.571494,0.659326,0.474521,0.011332,-0.026264,-0.071718,0.073201,0.599955,-0.096880,0.000000,-0.779924,0.048451
1756601975.882441,-0.579925,0.049117,-1.572746,0.655456,0.465714,-0.001701,-0.046589,-0.098232,0.072207,0.593861,-0.091527,0.000000,-0.779924,0.048451
1756601975.947148,-0.579925,0.049117,-1.569893,0.650409,0.460153,0.057627,-0.050617,-0.020983,0.070510,0.482768,0.356321,0.000000,-0.779924,0.048451
1756601976.046745,-0.579925,0.049117,-1.561541,0.646360,0.460835,0.095222,-0.038595,0.025224,0.067989,0.269644,0.536392,0.000000,-0.779924,0.048451
1756601976.151845,-0.579925,0.049117,-1.552598,0.641082,0.463190,0.094862,-0.037865,0.034158,0.065330,-0.265230,0.538193,0.000000,-0.779924,0.048451
1756601976.249122,-0.579925,0.049117,-1.541789,0.639602,0.468525,0.113159,0.010670,0.064857,0.063027,-0.313466,0.512496,0.000000,-0.779924,0.048451
1756601976.348547,-0.579925,0.049117,-1.529999,0.642712,0.470897,0.089379,0.038585,0.004318,0.061254,-0.270666,0.539756,0.000000,-0.779924,0.048451
1756601976.451314,-0.579925,0.049117,-1.524760,0.646368,0.472505,0.038300,0.046579,0.029285,0.060706,-0.260763,0.546000,0.000000,-0.779924,0.048451
1756601976.565478,-0.579925,0.049117,-1.521749,0.650965,0.475937,0.035501,0.071615,0.050898,0.060640,0.037454,0.600304,0.000000,-0.779924,0.048451
