timestamp,actual_load_x,actual_load_y,drone1_pose_x,drone1_pose_y,drone1_pose_z,drone1_velocity_x,drone1_velocity_y,drone1_velocity_z,cable1_tension,drone1_control_x,drone1_control_y,drone2_pose_x,drone2_pose_y,drone2_pose_z,drone2_velocity_x,drone2_velocity_y,drone2_velocity_z,cable2_tension,drone2_control_x,drone2_control_y
1756647627.683715,0.200014,-0.000014,-0.969607,-0.000938,0.486655,0.008005,-0.000109,-0.066177,0.074947,-0.403109,0.076384,-0.685358,0.685352,0.499191,0.007707,-0.007616,-0.056552,0.062651,0.395695,0.076384
1756647627.795539,0.200014,-0.000014,-0.969607,-0.000938,0.486655,0.008005,-0.000109,-0.066177,0.074970,-0.382553,0.211817,-0.685358,0.685352,0.499191,0.007707,-0.007616,-0.056552,0.062622,-0.339795,0.211817
1756647627.894285,0.200014,-0.000014,-0.969451,-0.000940,0.485338,0.007666,-0.000110,-0.065605,0.074851,-0.404244,0.270656,-0.685203,0.685199,0.498017,0.007722,-0.007636,-0.059848,0.062485,-0.294994,0.270656
1756647628.034810,0.200014,-0.000014,-0.968881,-0.000949,0.480278,0.006622,-0.000124,-0.060670,0.074408,-0.384486,0.228091,-0.684626,0.684626,0.492900,0.006683,-0.006679,-0.066342,0.061914,0.328673,0.228091
1756647628.139703,0.200014,-0.000014,-0.967483,-0.001006,0.474854,0.005638,-0.000973,-0.042635,0.073474,-0.411817,-0.245001,-0.684404,0.684101,0.486047,-0.024515,-0.002018,-0.085751,0.061188,0.314570,-0.245001
1756647628.233202,0.200014,-0.000014,-0.968566,-0.000572,0.471510,-0.020887,-0.005655,-0.027614,0.073573,-0.401034,-0.335453,-0.683442,0.683493,0.477203,0.073522,-0.005728,-0.114937,0.060212,-0.244384,-0.335453
1756647628.348538,0.200014,-0.000014,-0.970350,-0.001748,0.469645,-0.024797,-0.013290,-0.020689,0.073805,-0.418751,0.306370,-0.680013,0.682473,0.467630,0.021464,-0.014308,-0.100949,0.058681,0.257234,0.306370
1756647628.464412,0.200014,-0.000014,-0.972937,-0.002178,0.467233,-0.026290,0.006120,-0.025492,0.074591,-0.400415,-0.073453,-0.681081,0.682121,0.458610,-0.022989,0.002426,-0.098096,0.058345,0.394440,-0.073453
1756647628.558547,0.200014,-0.000014,-0.975462,-0.002573,0.464946,-0.024334,-0.010332,-0.018975,0.074944,-0.402753,-0.061650,-0.681299,0.684136,0.449986,0.015493,0.021215,-0.076930,0.057975,0.395056,-0.061650
1756647628.662872,0.200014,-0.000014,-0.977330,-0.003068,0.463739,-0.018713,-0.001727,-0.008133,0.075464,-0.401334,0.243569,-0.678367,0.685054,0.444327,0.039366,-0.002902,-0.065867,0.057188,-0.318043,0.243569
1756647628.768874,0.200014,-0.000014,-0.980290,-0.003437,0.463459,-0.035613,-0.004238,-0.001139,0.076117,-0.372788,-0.088585,-0.676121,0.682969,0.438403,0.016690,-0.017810,-0.049585,0.055924,-0.390414,-0.088585
1756647628.869186,0.200014,-0.000014,-0.983481,-0.003964,0.463225,-0.042593,-0.008759,-0.004156,0.077102,-0.359816,-0.072060,-0.675056,0.683619,0.434609,0.021248,0.011409,-0.041284,0.055677,-0.393834,-0.072060
1756647628.981302,0.200014,-0.000014,-0.986784,-0.004309,0.462758,-0.039825,0.001130,-0.006855,0.077833,-0.351726,-0.067135,-0.673172,0.684034,0.432679,0.032438,-0.000812,-0.008830,0.055184,-0.394902,-0.067135
1756647629.080203,0.200014,-0.000014,-0.990458,-0.004560,0.461852,-0.032947,-0.004226,-0.012982,0.078878,-0.363593,-0.051507,-0.666811,0.683465,0.431012,0.057692,-0.006106,-0.033077,0.053745,-0.397049,-0.051507
1756647629.186942,0.200014,-0.000014,-0.992912,-0.004941,0.460319,-0.019716,-0.007657,-0.014961,0.079287,-0.353933,-0.055263,-0.662656,0.684814,0.428009,0.014143,0.012580,-0.017927,0.052839,-0.396735,-0.055263
1756647629.290920,0.200014,-0.000014,-0.994325,-0.005691,0.459098,-0.016433,-0.014106,-0.016424,0.079599,-0.368549,-0.045855,-0.663308,0.684865,0.427827,-0.021804,-0.008270,0.007230,0.052958,-0.397699,-0.045855
1756647629.378885,0.200014,-0.000014,-0.995778,-0.007772,0.456700,-0.011802,-0.024058,-0.032630,0.079858,-0.383478,-0.053372,-0.666405,0.682936,0.429522,-0.035291,-0.019244,0.023075,0.053415,-0.397040,-0.053372
1756647629.490425,0.200014,-0.000014,-0.996618,-0.009662,0.453419,-0.009837,-0.023372,-0.048024,0.079857,-0.402773,0.381282,-0.669354,0.681938,0.431446,-0.035266,-0.011554,0.023513,0.053932,0.121320,0.381282
1756647629.583841,0.200014,-0.000014,-0.997617,-0.011380,0.448733,-0.014277,-0.023125,-0.067783,0.079706,-0.404653,0.389257,-0.672351,0.680934,0.433311,-0.030162,-0.014085,0.024563,0.054576,0.093786,0.389257
1756647629.715937,0.200014,-0.000014,-0.999071,-0.013837,0.441747,-0.014807,-0.025922,-0.070089,0.079912,-0.399859,0.237585,-0.673875,0.679031,0.435882,-0.014710,-0.016415,0.032640,0.054899,-0.323190,0.237585
1756647629.782967,0.200014,-0.000014,-1.000581,-0.016354,0.434998,-0.015087,-0.027095,-0.065507,0.079640,-0.356879,0.169728,-0.676110,0.678132,0.440491,-0.036319,-0.006512,0.054977,0.055291,-0.375665,0.169728
1756647629.851184,0.200014,-0.000014,-1.001379,-0.018582,0.431048,-0.012473,-0.038401,-0.067427,0.079687,-0.413434,0.149024,-0.678862,0.677530,0.443968,-0.053854,-0.014635,0.058898,0.056001,-0.382449,0.149024
1756647629.946631,0.200014,-0.000014,-1.004791,-0.022130,0.416333,-0.009012,0.013088,-0.050051,0.079747,-0.412733,0.151171,-0.689471,0.677595,0.451377,-0.015734,0.033477,0.028213,0.058751,-0.387798,0.151171
1756647630.045132,0.200014,-0.000014,-1.005920,-0.022616,0.410288,-0.013350,-0.016214,-0.063096,0.079728,-0.411258,0.148734,-0.691641,0.680175,0.455073,-0.038909,0.019514,0.047320,0.059879,-0.389263,0.148734
1756647630.137894,0.200014,-0.000014,-1.006990,-0.025058,0.405068,-0.012149,-0.041819,-0.069619,0.079782,-0.379836,0.185711,-0.696308,0.681085,0.458369,-0.059472,0.016359,0.037473,0.061215,-0.380353,0.185711
1756647630.232210,0.200014,-0.000014,-1.008216,-0.026727,0.398440,-0.012579,-0.002668,-0.060992,0.079765,-0.377997,0.185016,-0.701403,0.683706,0.461958,-0.047538,0.030527,0.035521,0.062975,-0.383557,0.185016
1756647630.339713,0.200014,-0.000014,-1.009336,-0.026093,0.393201,-0.010777,0.017214,-0.066330,0.079736,-0.379198,0.182971,-0.705084,0.685945,0.465108,-0.052345,0.024757,0.041361,0.064373,-0.368644,0.182971
1756647630.594778,0.200000,-0.000014,-1.010365,-0.027289,0.385489,-0.012775,-0.030244,-0.078221,0.079668,-0.400467,0.223926,-0.711011,0.687607,0.468688,-0.058234,0.012748,0.028098,0.066211,-0.331943,0.223926
1756647630.766277,0.200000,-0.000014,-1.010365,-0.027289,0.385489,-0.012775,-0.030244,-0.078221,0.079677,-0.400444,0.222260,-0.711011,0.687607,0.468688,-0.058234,0.012748,0.028098,0.066220,-0.333074,0.222260
1756647630.930999,0.196023,0.000026,-1.014372,-0.033342,0.377054,-0.037100,-0.027032,-0.025377,0.079341,-0.400532,0.215087,-0.718504,0.689557,0.470615,-0.043176,0.013652,-0.002932,0.067389,-0.337733,0.215087
1756647631.095015,0.190372,0.000219,-1.019328,-0.035387,0.376415,-0.031105,-0.008181,0.013029,0.079140,-0.400430,0.224024,-0.725720,0.692121,0.468534,-0.057547,0.022487,-0.021646,0.067962,-0.331886,0.224024
1756647631.188555,0.187530,0.000376,-1.022592,-0.036756,0.379593,-0.017778,-0.011717,0.029083,0.079419,-0.400592,0.220262,-0.732918,0.694499,0.465183,-0.046863,0.014558,-0.024917,0.069007,-0.334408,0.220262
1756647631.356666,0.184618,0.000579,-1.024055,-0.037664,0.382018,-0.019802,-0.010408,0.030557,0.079159,-0.400545,0.214807,-0.736789,0.695588,0.463145,-0.050935,0.012777,-0.026494,0.069205,-0.337920,0.214807
1756647631.453530,0.180126,0.000977,-1.027173,-0.039041,0.387364,-0.028872,-0.019787,0.041164,0.079062,-0.400595,0.217677,-0.744541,0.697586,0.458860,-0.049561,0.016083,-0.034141,0.069861,-0.336099,0.217677
1756647631.561882,0.178037,0.001099,-1.029599,-0.040340,0.390707,-0.032199,-0.010647,0.040236,0.079336,-0.400578,0.223121,-0.748079,0.698842,0.456415,-0.042244,0.015792,-0.022193,0.070178,-0.332500,0.223121
1756647631.723160,0.172604,0.001216,-1.032954,-0.041016,0.394250,-0.035182,-0.005097,0.030867,0.078968,-0.400538,0.212240,-0.752986,0.700710,0.454749,-0.052228,0.018376,-0.015308,0.070221,-0.339529,0.212240
1756647631.825697,0.165536,0.001262,-1.038611,-0.041888,0.397880,-0.039557,-0.007378,0.024138,0.078784,-0.400484,0.226898,-0.759767,0.702973,0.452214,-0.044842,0.012650,-0.019042,0.070355,-0.329929,0.226898
1756647631.989838,0.162694,0.001461,-1.041894,-0.042432,0.400715,-0.028679,-0.008487,0.031536,0.079058,-0.400539,0.213081,-0.764262,0.704284,0.450408,-0.047683,0.012993,-0.017749,0.070762,-0.339007,0.213081
1756647632.165880,0.155367,0.001806,-1.046457,-0.043625,0.405121,-0.038750,-0.007151,0.028060,0.078575,-0.400534,0.212961,-0.770855,0.706424,0.447720,-0.045433,0.017443,-0.021521,0.070709,-0.339077,0.212961
1756647632.339933,0.149742,0.001827,-1.052017,-0.044575,0.408797,-0.037198,-0.003114,0.027458,0.078762,-0.400531,0.214427,-0.777111,0.708961,0.445810,-0.045402,0.015279,-0.011065,0.071125,-0.338151,0.214427
1756647632.497033,0.142543,0.002009,-1.057685,-0.044947,0.412259,-0.042007,-0.002897,0.019013,0.078553,-0.400523,0.213153,-0.783305,0.710775,0.443949,-0.041688,0.014640,-0.015096,0.071047,-0.338949,0.213153
1756647632.609668,0.136174,0.002164,-1.063223,-0.045441,0.414528,-0.038795,-0.003064,0.018508,0.078465,-0.400538,0.226781,-0.789590,0.712927,0.441962,-0.046253,0.014036,-0.013051,0.071232,-0.330000,0.226781
1756647632.783499,0.132379,0.002209,-1.067109,-0.045694,0.416471,-0.039187,-0.002447,0.019105,0.078603,-0.400523,0.213776,-0.794098,0.714145,0.440693,-0.044103,0.011753,-0.012352,0.071486,-0.338558,0.213776
1756647632.956546,0.124805,0.002505,-1.072781,-0.046135,0.418739,-0.042158,-0.001918,0.014456,0.078233,-0.400519,0.213683,-0.800217,0.716152,0.438900,-0.045546,0.017305,-0.014163,0.071340,-0.338614,0.213683
1756647633.131635,0.118182,0.002600,-1.079666,-0.046171,0.420741,-0.042365,0.000332,0.010503,0.078415,-0.400514,0.213786,-0.807544,0.718521,0.436608,-0.042254,0.011759,-0.010896,0.071710,-0.338545,0.213786
1756647633.309692,0.110917,0.002761,-1.085550,-0.046395,0.421915,-0.043632,-0.001526,0.006206,0.078119,-0.400507,0.213937,-0.813410,0.720406,0.435351,-0.044157,0.016748,-0.009597,0.071615,-0.338445,0.213937
1756647633.479993,0.103974,0.002961,-1.092486,-0.046425,0.422789,-0.041240,-0.000487,0.006592,0.078169,-0.400508,0.214367,-0.820640,0.722521,0.433986,-0.043873,0.012534,-0.006052,0.071906,-0.338174,0.214367
1756647633.659037,0.097385,0.003291,-1.098209,-0.046551,0.423698,-0.042285,-0.000538,0.005947,0.077998,-0.400504,0.213981,-0.826793,0.724618,0.433068,-0.045205,0.015018,-0.007693,0.072043,-0.338416,0.213981
1756647633.831723,0.089768,0.003425,-1.105313,-0.046390,0.424417,-0.043986,0.001347,0.003809,0.077897,-0.400499,0.214191,-0.833821,0.726610,0.431643,-0.042027,0.011573,-0.006309,0.072132,-0.338278,0.214191
1756647634.022212,0.082409,0.003577,-1.112360,-0.046315,0.425032,-0.044101,0.001194,0.003097,0.077849,-0.400491,0.213937,-0.840584,0.728551,0.430876,-0.043510,0.013405,-0.005284,0.072250,-0.338434,0.213937
1756647634.197844,0.074805,0.003910,-1.119325,-0.046204,0.425334,-0.042705,0.000052,0.001424,0.077697,-0.400495,0.214143,-0.847666,0.730802,0.430016,-0.044225,0.014680,-0.005050,0.072406,-0.338304,0.214143
1756647634.380057,0.068581,0.004116,-1.125260,-0.046117,0.425652,-0.043414,0.001209,0.003693,0.077641,-0.400489,0.214269,-0.853793,0.732520,0.429260,-0.043451,0.011049,-0.006074,0.072585,-0.338222,0.214269
1756647634.550791,0.060788,0.004273,-1.132496,-0.045962,0.426147,-0.045660,0.001315,0.002165,0.077520,-0.400493,0.214575,-0.860584,0.734407,0.428096,-0.042123,0.011375,-0.006708,0.072592,-0.338029,0.214575
1756647634.733699,0.053529,0.004388,-1.139647,-0.045639,0.426466,-0.043739,0.001410,0.001599,0.077502,-0.400477,0.214436,-0.867339,0.736037,0.427245,-0.042231,0.011397,-0.003894,0.072678,-0.338107,0.214436
1756647634.907029,0.045866,0.004674,-1.146736,-0.045509,0.426678,-0.045047,0.001696,0.001545,0.077361,-0.400479,0.214275,-0.874278,0.738134,0.426497,-0.044427,0.012870,-0.005700,0.072782,-0.338209,0.214275
1756647635.076831,0.039412,0.004811,-1.152973,-0.045239,0.426995,-0.044597,0.001333,0.003541,0.077321,-0.400480,0.214589,-0.880324,0.739695,0.425669,-0.041220,0.010681,-0.005987,0.072883,-0.338009,0.214589
1756647635.256673,0.031752,0.004938,-1.160311,-0.045012,0.427506,-0.046334,0.002339,0.002337,0.077263,-0.400475,0.215661,-0.886987,0.741344,0.424734,-0.042902,0.010418,-0.005227,0.072872,-0.337325,0.215661
1756647635.445157,0.024355,0.005033,-1.167539,-0.044723,0.427741,-0.044605,0.000793,0.001837,0.077223,-0.400469,0.214532,-0.893627,0.742976,0.424030,-0.041319,0.010022,-0.002784,0.072923,-0.338036,0.214532
1756647635.548571,0.016612,0.005204,-1.174878,-0.044408,0.428083,-0.046031,0.002791,0.001722,0.077133,-0.400334,0.208238,-0.900604,0.744704,0.423529,-0.043847,0.011652,-0.003906,0.072993,-0.341984,0.208238
1756647635.656553,0.012881,0.005319,-1.178508,-0.044242,0.428201,-0.044577,0.000947,0.001807,0.077111,-0.400104,0.215833,-0.903967,0.745599,0.423209,-0.040948,0.010582,-0.003549,0.073028,-0.337241,0.215833
1756647635.761706,0.008189,0.005421,-1.183040,-0.044135,0.428476,-0.045993,0.001859,0.002973,0.077083,-0.400116,0.216728,-0.908133,0.746601,0.422893,-0.042472,0.009836,-0.003040,0.073048,-0.336665,0.216728
1756647635.870071,0.003379,0.005454,-1.187695,-0.043834,0.428723,-0.046850,0.003387,0.001900,0.077051,-0.400312,0.231235,-0.912402,0.747597,0.422576,-0.042048,0.009976,-0.003205,0.073076,-0.326838,0.231235
1756647635.974056,-0.000481,0.005543,-1.191395,-0.043661,0.428848,-0.045870,0.000942,0.001854,0.077014,-0.400470,0.212028,-0.915697,0.748380,0.422391,-0.041755,0.009750,-0.001255,0.073064,-0.339619,0.212028
1756647636.088288,-0.005297,0.005586,-1.196076,-0.043520,0.429070,-0.047136,0.001927,0.002493,0.076993,-0.400118,0.218752,-0.920022,0.749326,0.422285,-0.043347,0.009481,-0.001209,0.073110,-0.335353,0.218752
1756647636.198990,-0.010096,0.005665,-1.200726,-0.043343,0.429307,-0.046052,0.001332,0.002374,0.076964,-0.400469,0.213990,-0.924206,0.750297,0.422158,-0.041068,0.009954,-0.001219,0.073124,-0.338385,0.213990
1756647636.305373,-0.013920,0.005801,-1.204376,-0.043356,0.429512,-0.045800,-0.000688,0.002998,0.076931,-0.400468,0.213662,-0.927523,0.751103,0.422022,-0.041920,0.010174,-0.002211,0.073123,-0.338593,0.213662
1756647636.436879,-0.018616,0.005825,-1.208995,-0.043334,0.429788,-0.046169,0.001552,0.002071,0.076925,-0.399861,0.219213,-0.931770,0.752077,0.421813,-0.041850,0.010087,-0.001701,0.073176,-0.335065,0.219213
1756647636.644937,-0.024470,0.005929,-1.214566,-0.043036,0.430017,-0.047030,0.001711,0.001872,0.076857,-0.400454,0.218344,-0.936664,0.753330,0.421726,-0.041191,0.009650,-0.000208,0.073163,-0.335572,0.218344
1756647636.837747,-0.033125,0.005996,-1.223104,-0.042926,0.430273,-0.047005,0.002917,0.001202,0.076838,-0.400450,0.218517,-0.944222,0.755029,0.421520,-0.041187,0.009030,-0.001563,0.073198,-0.335457,0.218517
1756647636.954432,-0.040780,0.006157,-1.230514,-0.042661,0.430442,-0.046055,-0.000020,0.000622,0.076779,-0.400010,0.215091,-0.950885,0.756527,0.421208,-0.041675,0.009707,-0.002624,0.073200,-0.337707,0.215091
1756647637.081788,-0.045456,0.006174,-1.235118,-0.042690,0.430481,-0.045949,-0.001325,0.000923,0.076761,-0.399684,0.223146,-0.955002,0.757464,0.420952,-0.040826,0.009096,-0.002249,0.073225,-0.332414,0.223146
1756647637.203356,-0.050261,0.006262,-1.239804,-0.042634,0.430653,-0.047180,0.001173,0.001698,0.076742,-0.399792,0.224512,-0.959113,0.758374,0.420737,-0.041416,0.009221,-0.002283,0.073211,-0.331487,0.224512
1756647637.333013,-0.055051,0.006279,-1.244510,-0.042525,0.430782,-0.046952,0.001643,0.001053,0.076724,-0.399746,0.223870,-0.963230,0.759320,0.420479,-0.040775,0.009500,-0.002792,0.073214,-0.331928,0.223870
1756647637.464910,-0.060773,0.006336,-1.250178,-0.042117,0.430961,-0.047253,0.003330,0.001837,0.076713,-0.399952,0.225606,-0.968127,0.760437,0.420184,-0.041586,0.009302,-0.002333,0.073205,-0.330739,0.225606
1756647637.589058,-0.066462,0.006422,-1.255748,-0.042025,0.431081,-0.045791,-0.001524,0.000230,0.076685,-0.399931,0.225771,-0.973152,0.761523,0.419901,-0.041243,0.008968,-0.002165,0.073219,-0.330622,0.225771
1756647637.723716,-0.071201,0.006466,-1.260317,-0.042264,0.431100,-0.046273,-0.002037,0.000860,0.076646,-0.400035,0.227940,-0.977222,0.762425,0.419724,-0.040760,0.009229,-0.001388,0.073221,-0.329131,0.227940
1756647637.935659,-0.076913,0.006520,-1.265949,-0.042437,0.431206,-0.046969,-0.001634,0.000564,0.076630,-0.400432,0.221225,-0.982150,0.763538,0.419558,-0.040469,0.009352,-0.001369,0.073229,-0.333667,0.221225
1756647638.073975,-0.085584,0.006616,-1.274431,-0.042496,0.431447,-0.046808,0.000803,0.001018,0.076592,-0.400124,0.228494,-0.989421,0.765324,0.419278,-0.041187,0.010300,-0.001774,0.073213,-0.328739,0.228494
1756647638.287655,-0.091253,0.006704,-1.279953,-0.042516,0.431442,-0.045621,-0.001096,-0.000607,0.076555,-0.400428,0.222149,-0.994344,0.766497,0.419075,-0.040385,0.009536,-0.001556,0.073236,-0.333051,0.222149
1756647638.530414,-0.099698,0.006806,-1.288230,-0.042829,0.431307,-0.046612,-0.001406,0.000177,0.076503,-0.400424,0.222589,-1.001582,0.768260,0.418781,-0.040372,0.009517,-0.001418,0.073256,-0.332754,0.222589
1756647638.754738,-0.109175,0.006932,-1.297545,-0.042943,0.431247,-0.046200,0.000313,-0.001216,0.076455,-0.400418,0.223256,-1.009656,0.770116,0.418601,-0.040976,0.010144,0.000070,0.073254,-0.332302,0.223256
1756647638.969774,-0.117751,0.007119,-1.305868,-0.042804,0.430932,-0.045960,0.000740,-0.002161,0.076365,-0.400413,0.223411,-1.016982,0.771958,0.418536,-0.040571,0.010168,-0.001283,0.073279,-0.332195,0.223411
1756647639.195264,-0.126972,0.007233,-1.315066,-0.042580,0.430592,-0.046276,0.001215,-0.001097,0.076332,-0.400406,0.224016,-1.025034,0.773805,0.418221,-0.039795,0.008554,-0.001047,0.073319,-0.331784,0.224016
1756647639.423019,-0.136383,0.007385,-1.324301,-0.042437,0.430369,-0.046251,0.001833,-0.001338,0.076272,-0.400405,0.225294,-1.033139,0.775701,0.418129,-0.041001,0.009403,-0.000567,0.073352,-0.330920,0.225294
1756647639.547234,-0.144920,0.007543,-1.332655,-0.042120,0.430117,-0.046286,0.001508,-0.001450,0.076202,-0.399940,0.235558,-1.040507,0.777402,0.417916,-0.040409,0.009617,-0.001585,0.073369,-0.323708,0.235558
1756647639.786079,-0.150506,0.007617,-1.338207,-0.041889,0.430002,-0.046325,0.002617,-0.000673,0.076181,-0.400392,0.227230,-1.045321,0.778516,0.417756,-0.040233,0.009150,-0.001028,0.073382,-0.329587,0.227230
1756647639.906859,-0.159812,0.007770,-1.347405,-0.041419,0.429840,-0.046132,0.002481,-0.000712,0.076139,-0.399904,0.237132,-1.053354,0.780355,0.417533,-0.040128,0.008703,-0.000450,0.073406,-0.322554,0.237132
1756647640.033722,-0.164583,0.007830,-1.352069,-0.041088,0.429844,-0.047159,0.002829,0.000931,0.076105,-0.399927,0.238127,-1.057437,0.781218,0.417530,-0.040692,0.009370,-0.000012,0.073405,-0.321816,0.238127
1756647640.164785,-0.169380,0.007875,-1.356777,-0.040945,0.429912,-0.046811,0.000191,0.000317,0.076082,-0.399925,0.239903,-1.061421,0.782218,0.417486,-0.039110,0.010227,-0.000768,0.073404,-0.320489,0.239903
1756647640.286091,-0.175087,0.007958,-1.362390,-0.040948,0.430075,-0.046611,0.001860,0.001424,0.076064,-0.399952,0.241224,-1.066097,0.783480,0.417385,-0.039574,0.010611,-0.000632,0.073393,-0.319490,0.241224
1756647640.408918,-0.179813,0.008044,-1.367014,-0.040635,0.430184,-0.046132,0.003225,0.001387,0.076043,-0.399938,0.240496,-1.070113,0.784511,0.417332,-0.040007,0.010206,-0.000412,0.073416,-0.320045,0.240496
1756647640.539856,-0.184574,0.008117,-1.371635,-0.040415,0.430343,-0.046596,0.001597,0.001704,0.076012,-0.399974,0.242177,-1.074053,0.785516,0.417313,-0.039464,0.009946,-0.000090,0.073411,-0.318770,0.242177
1756647640.663880,-0.190357,0.008165,-1.377287,-0.040226,0.430543,-0.047272,0.000417,0.001420,0.075983,-0.400022,0.246473,-1.078824,0.786747,0.417298,-0.039089,0.010755,-0.000372,0.073411,-0.315453,0.246473
1756647640.786249,-0.195141,0.008208,-1.381989,-0.040226,0.430640,-0.046715,-0.000090,0.000474,0.075965,-0.400035,0.246452,-1.082653,0.787824,0.417246,-0.037887,0.010993,-0.000480,0.073397,-0.315467,0.246452
1756647640.911355,-0.199890,0.008304,-1.386631,-0.040241,0.430648,-0.046201,0.000214,-0.000058,0.075941,-0.400051,0.245961,-1.086482,0.788978,0.417184,-0.038904,0.011939,-0.000776,0.073399,-0.315855,0.245961
1756647641.163313,-0.205527,0.008421,-1.392137,-0.040109,0.430637,-0.045863,0.001280,-0.000072,0.075902,-0.400339,0.232848,-1.091159,0.790386,0.417079,-0.038697,0.010965,-0.000697,0.073425,-0.325633,0.232848
1756647641.404364,-0.215068,0.008534,-1.401448,-0.039984,0.430594,-0.046965,0.000321,-0.000821,0.075833,-0.400327,0.233470,-1.098839,0.792681,0.416970,-0.038080,0.011723,-0.000761,0.073429,-0.325183,0.233470
1756647641.634239,-0.225449,0.008765,-1.411635,-0.040033,0.430317,-0.045545,0.000028,-0.001501,0.075766,-0.400318,0.234608,-1.107109,0.795412,0.416786,-0.037723,0.013728,-0.001056,0.073441,-0.324363,0.234608
1756647641.749203,-0.234998,0.008966,-1.420854,-0.039920,0.430210,-0.046330,0.002111,-0.000935,0.075667,-0.400117,0.239440,-1.114747,0.797824,0.416712,-0.038947,0.010642,-0.000766,0.073445,-0.320816,0.239440
1756647641.865212,-0.239629,0.008984,-1.425472,-0.039640,0.430085,-0.045835,0.003435,-0.001030,0.075651,-0.400116,0.239902,-1.118630,0.798839,0.416621,-0.038459,0.009940,-0.000864,0.073468,-0.320469,0.239902
1756647642.042941,-0.244266,0.009123,-1.430079,-0.039316,0.430020,-0.046013,0.002852,-0.000542,0.075634,-0.400245,0.234259,-1.122474,0.799863,0.416519,-0.038690,0.010719,-0.001301,0.073461,-0.324610,0.234259
1756647642.149061,-0.250834,0.009249,-1.436514,-0.038939,0.429904,-0.045835,0.003319,-0.001138,0.075589,-0.400189,0.237673,-1.127940,0.801443,0.416432,-0.038558,0.012394,0.000051,0.073497,-0.322125,0.237673
1756647642.255474,-0.255637,0.009354,-1.441131,-0.038639,0.429830,-0.046751,0.001563,-0.000673,0.075530,-0.400218,0.238132,-1.131795,0.802613,0.416429,-0.038544,0.011273,-0.000521,0.073498,-0.321783,0.238132
1756647642.481542,-0.260356,0.009417,-1.445803,-0.038495,0.429764,-0.046393,0.001534,-0.000839,0.075511,-0.400252,0.237136,-1.135624,0.803703,0.416314,-0.037920,0.010623,-0.001544,0.073498,-0.322509,0.237136
1756647642.709691,-0.268707,0.009574,-1.454062,-0.038081,0.429724,-0.045924,0.003922,0.000923,0.075482,-0.400240,0.238872,-1.142478,0.805579,0.416189,-0.039111,0.010972,0.000562,0.073506,-0.321230,0.238872
1756647642.948828,-0.278221,0.009776,-1.463273,-0.037462,0.429842,-0.046424,0.002355,-0.000098,0.075400,-0.400228,0.239985,-1.150228,0.807868,0.416184,-0.038657,0.011167,-0.000885,0.073530,-0.320394,0.239985
1756647643.199034,-0.287678,0.009886,-1.472589,-0.037081,0.429863,-0.046290,0.003090,-0.000382,0.075356,-0.400195,0.241006,-1.157884,0.810053,0.415921,-0.037558,0.010285,-0.001329,0.073532,-0.319624,0.241006
1756647643.438971,-0.297929,0.010115,-1.482696,-0.036278,0.429736,-0.045657,0.004428,-0.000748,0.075302,-0.400148,0.242693,-1.166350,0.812417,0.415798,-0.038791,0.010985,-0.000532,0.073560,-0.318347,0.242693
1756647643.697224,-0.308290,0.010307,-1.492852,-0.035209,0.429545,-0.046365,0.004476,-0.001101,0.075221,-0.400111,0.244045,-1.174861,0.814782,0.415580,-0.037925,0.010687,-0.001053,0.073575,-0.317306,0.244045
1756647643.953616,-0.318482,0.010552,-1.502919,-0.034246,0.429308,-0.045691,0.004862,-0.001209,0.075165,-0.400073,0.245278,-1.183263,0.817192,0.415350,-0.037931,0.010785,-0.001217,0.073605,-0.316355,0.245278
1756647644.059395,-0.328748,0.010718,-1.513054,-0.033212,0.429015,-0.045805,0.005133,-0.001151,0.075097,-0.399674,0.245337,-1.191629,0.819572,0.415236,-0.037974,0.010634,-0.000569,0.073627,-0.316312,0.245337
1756647644.318295,-0.333420,0.010859,-1.517648,-0.032649,0.428934,-0.045834,0.005767,-0.000724,0.075065,-0.399984,0.246927,-1.195426,0.820648,0.415179,-0.037987,0.011155,-0.000628,0.073624,-0.315062,0.246927
1756647644.425445,-0.343605,0.011099,-1.527689,-0.031364,0.428733,-0.045923,0.006081,-0.001141,0.075003,-0.399772,0.249163,-1.203788,0.823150,0.414977,-0.037461,0.010942,-0.000621,0.073671,-0.313304,0.249163
1756647644.525511,-0.347401,0.011187,-1.531374,-0.030906,0.428668,-0.046258,0.005869,-0.000609,0.074965,-0.399604,0.246344,-1.206788,0.824027,0.414926,-0.037632,0.011043,-0.000735,0.073658,-0.315530,0.246344
1756647644.786732,-0.352022,0.011242,-1.536000,-0.030261,0.428599,-0.046069,0.007014,-0.000817,0.074955,-0.399960,0.246847,-1.210549,0.825129,0.414839,-0.037404,0.010902,-0.000907,0.073677,-0.315122,0.246847
1756647645.047147,-0.362151,0.011554,-1.545981,-0.028678,0.428431,-0.045313,0.006938,-0.000289,0.074893,-0.399890,0.248143,-1.218837,0.827616,0.414675,-0.037858,0.011988,-0.000870,0.073712,-0.314104,0.248143
1756647645.354795,-0.372419,0.011767,-1.556073,-0.027026,0.428353,-0.046294,0.007408,-0.000556,0.074822,-0.400041,0.248433,-1.227038,0.830145,0.414590,-0.037373,0.011277,-0.000346,0.073730,-0.313866,0.248433
