timestamp,actual_load_x,actual_load_y,drone1_pose_x,drone1_pose_y,drone1_pose_z,drone1_velocity_x,drone1_velocity_y,drone1_velocity_z,cable1_tension,drone1_control_x,drone1_control_y,drone1_control_z,attachment_point1_x,attachment_point1_y,drone2_pose_x,drone2_pose_y,drone2_pose_z,drone2_velocity_x,drone2_velocity_y,drone2_velocity_z,cable2_tension,drone2_control_x,drone2_control_y,drone2_control_z,attachment_point2_x,attachment_point2_y,drone3_pose_x,drone3_pose_y,drone3_pose_z,drone3_velocity_x,drone3_velocity_y,drone3_velocity_z,cable3_tension,drone3_control_x,drone3_control_y,drone3_control_z,attachment_point3_x,attachment_point3_y,drone4_pose_x,drone4_pose_y,drone4_pose_z,drone4_velocity_x,drone4_velocity_y,drone4_velocity_z,cable4_tension,drone4_control_x,drone4_control_y,drone4_control_z,attachment_point4_x,attachment_point4_y
1756810436.037590,0.200013,-0.000013,-0.991220,-0.001965,0.426019,-0.035686,-0.001308,-0.091803,0.076633,-0.416587,-0.048129,0.163269,0.000014,-0.000680,-0.707682,0.681389,0.405069,-0.042000,0.001398,-0.073299,0.073087,-0.340058,0.250609,0.155124,0.000014,-0.000680,-0.865984,-0.362913,0.452884,-0.041673,-0.021239,-0.028602,0.064812,-0.418114,-0.155368,0.059575,0.000014,-0.000680,-0.870110,0.358560,0.493482,-0.069656,0.006825,-0.000850,0.068391,-0.440545,0.091694,0.004817,0.000014,-0.000680
1756810436.231407,0.200013,-0.000013,-0.995001,-0.002122,0.413472,-0.025395,-0.001947,-0.074807,0.076899,-0.425973,-0.068682,0.127875,0.000014,-0.000680,-0.712147,0.684759,0.394452,-0.013061,0.065495,-0.101740,0.073982,-0.318802,0.229426,0.219633,0.000014,-0.000680,-0.873708,-0.363800,0.450325,-0.052700,0.015608,-0.014570,0.066562,-0.427042,-0.139233,0.027534,0.000014,-0.000680,-0.880082,0.358354,0.491721,-0.076634,-0.011960,-0.019789,0.070590,-0.434281,0.110062,0.042356,0.000014,-0.000680
1756810436.428033,0.200013,-0.000013,-0.999542,-0.003221,0.406158,-0.044851,-0.015493,-0.057085,0.077698,-0.439544,0.027845,0.092387,0.000014,-0.000680,-0.715082,0.687912,0.383203,-0.032661,-0.006280,-0.081309,0.074557,-0.294193,0.278049,0.196585,0.000014,-0.000680,-0.882352,-0.362324,0.449171,-0.099051,0.027718,-0.010379,0.068396,-0.387019,-0.229266,0.013043,0.000014,-0.000680,-0.890887,0.356517,0.489595,-0.096928,-0.006191,-0.011696,0.072807,-0.429446,0.132157,0.024904,0.000014,-0.000680
1756810436.634434,0.200013,-0.000013,-1.004570,-0.004529,0.398589,-0.038604,-0.007929,-0.070954,0.078615,-0.430539,0.034183,0.126433,0.000014,-0.000680,-0.719951,0.687007,0.376033,-0.049698,0.000396,-0.048826,0.074979,-0.333301,0.281549,0.110227,0.000014,-0.000680,-0.894741,-0.361546,0.449159,-0.093539,-0.022782,0.010684,0.071282,-0.439397,-0.092483,-0.029869,0.000014,-0.000680,-0.900071,0.358085,0.487515,-0.042894,0.035630,-0.028019,0.074976,-0.430388,0.116065,0.061709,0.000014,-0.000680
1756810436.837010,0.200013,-0.000013,-1.008628,-0.005356,0.387421,-0.023558,-0.004072,-0.085433,0.079127,-0.424213,0.003245,0.150221,0.000014,-0.000680,-0.727207,0.687592,0.369192,-0.057551,-0.007305,-0.055324,0.076173,-0.332882,0.272100,0.132902,0.000014,-0.000680,-0.905462,-0.364227,0.449225,-0.069226,-0.005615,-0.040981,0.074120,-0.427321,-0.113970,0.083217,0.000014,-0.000680,-0.906878,0.362140,0.485314,-0.066749,-0.001465,0.004511,0.076831,-0.434174,0.117615,0.013046,0.000014,-0.000680
1756810437.083154,0.199973,-0.000013,-1.011245,-0.006393,0.375739,-0.019528,-0.008839,-0.072864,0.079272,-0.426482,-0.004574,0.143525,-0.000026,-0.000680,-0.733247,0.690009,0.361579,-0.021470,0.058115,-0.065975,0.077430,-0.335271,0.241599,0.178120,-0.000026,-0.000680,-0.915785,-0.371351,0.434265,-0.038685,-0.069285,-0.096237,0.076357,-0.364303,-0.142918,0.222175,-0.000026,-0.000680,-0.914415,0.358319,0.485935,-0.049172,-0.025391,0.018452,0.078326,-0.420659,0.152460,-0.048022,-0.000026,-0.000680
1756810437.331190,0.189636,0.000005,-1.018609,-0.007783,0.365566,-0.054218,-0.006773,-0.068173,0.078042,-0.427950,-0.006760,0.138995,-0.010362,-0.000662,-0.737756,0.695371,0.352444,-0.036719,0.020670,-0.042233,0.076405,-0.352487,0.250304,0.124914,-0.010362,-0.000662,-0.923004,-0.373343,0.427590,-0.109275,0.016401,0.032012,0.075663,-0.412306,-0.160346,-0.082448,-0.010362,-0.000662,-0.923956,0.358945,0.485994,-0.066613,0.008312,-0.051136,0.077936,-0.407087,0.145098,0.125419,-0.010362,-0.000662
1756810437.584583,0.180075,0.000096,-1.027312,-0.008262,0.353540,-0.048886,-0.000913,-0.078208,0.077359,-0.418278,0.000036,0.165978,-0.019924,-0.000571,-0.745649,0.698767,0.346839,-0.058151,0.021594,-0.032592,0.075778,-0.359577,0.250851,0.101410,-0.019924,-0.000571,-0.943885,-0.366274,0.431409,-0.081407,-0.023389,-0.084828,0.078337,-0.379850,-0.133427,0.201040,-0.019924,-0.000571,-0.934304,0.361681,0.479137,-0.079142,-0.003437,-0.017951,0.077527,-0.423717,0.144313,0.046336,-0.019924,-0.000571
1756810437.845327,0.174007,0.000096,-1.034396,-0.008437,0.341415,-0.045828,-0.003195,-0.065807,0.077155,-0.426181,-0.009167,0.144188,-0.025992,-0.000571,-0.755429,0.700936,0.341612,-0.051812,0.030846,-0.023235,0.076676,-0.364473,0.251588,0.079794,-0.025992,-0.000571,-0.949411,-0.372605,0.416423,-0.005644,0.012855,-0.071042,0.077950,-0.387251,-0.144042,0.178307,-0.025992,-0.000571,-0.948838,0.356977,0.475566,-0.075760,0.013656,-0.073099,0.078857,-0.390330,0.131147,0.181517,-0.025992,-0.000571
1756810438.104058,0.164887,0.000096,-1.042421,-0.009467,0.332464,-0.059025,-0.005584,-0.028797,0.076554,-0.445797,-0.009593,0.060648,-0.035111,-0.000571,-0.762335,0.708652,0.337045,-0.037669,0.039446,-0.022182,0.077504,-0.359968,0.258152,0.079268,-0.035111,-0.000571,-0.961360,-0.374056,0.406027,-0.075729,-0.026382,-0.069398,0.078205,-0.386005,-0.147248,0.178388,-0.035111,-0.000571,-0.956714,0.358636,0.461759,-0.068202,-0.005374,-0.051295,0.077753,-0.404510,0.142413,0.136358,-0.035111,-0.000571
1756810438.355129,0.158651,0.000096,-1.052602,-0.010379,0.327490,-0.061893,-0.005249,-0.036066,0.077425,-0.442502,-0.011558,0.081007,-0.041348,-0.000571,-0.769073,0.713336,0.334889,-0.051872,0.027094,-0.006216,0.078371,-0.365505,0.259878,0.037055,-0.041348,-0.000571,-0.970963,-0.380251,0.392733,-0.044748,-0.016871,-0.054080,0.078943,-0.395349,-0.153179,0.150798,-0.041348,-0.000571,-0.967367,0.359960,0.454619,-0.066620,0.032991,-0.038809,0.078448,-0.411950,0.143100,0.111013,-0.041348,-0.000571
1756810438.633629,0.143464,0.000096,-1.063035,-0.010864,0.319935,-0.056518,-0.002500,-0.044914,0.075921,-0.437234,-0.011009,0.105877,-0.056535,-0.000571,-0.779359,0.717604,0.332601,-0.058145,0.021710,-0.016997,0.078153,-0.361638,0.258839,0.068723,-0.056535,-0.000571,-0.984130,-0.382182,0.379552,-0.061281,-0.016394,-0.111954,0.078005,-0.330906,-0.126591,0.277454,-0.056535,-0.000571,-0.979531,0.362212,0.447854,-0.068911,0.002581,-0.039839,0.077482,-0.410147,0.143496,0.117012,-0.056535,-0.000571
1756810438.896027,0.137177,0.000166,-1.073679,-0.011307,0.314230,-0.066727,-0.003710,-0.012275,0.076932,-0.448860,-0.012501,0.029531,-0.062822,-0.000501,-0.788773,0.721610,0.329208,-0.045927,0.026589,-0.017381,0.079031,-0.360799,0.259227,0.071616,-0.062822,-0.000501,-0.991880,-0.382729,0.363732,-0.075424,-0.011585,-0.042866,0.077921,-0.399599,-0.153931,0.138313,-0.062822,-0.000501,-0.990498,0.365223,0.441469,-0.072700,0.022488,-0.034726,0.078328,-0.412258,0.144972,0.107388,-0.062822,-0.000501
